numero_votavel,sigla_uf,nome_partido,nome_votavel,total_votos
1529,RS,PMDB,IRAJÁ ANDARA RODRIGUES,12510
4020,RS,PSB,ALEXANDRE ROSO,19206
4566,RS,PSDB,RÔMULO BARROS,2126
1213,RS,PDT,GELSI SCHUSTER,1215
4413,RS,PRP,ROGERIO FLORES,558
1214,RS,PDT,RICARDO GOULART,2362
5010,RS,PSOL,BERNA MENEZES,2692
4003,RS,PSB,PRETO SANDER,924
1177,RS,PP,MARELI,10261
44,RS,PRP,PRP,1801
1456,RS,PTB,SANDRO CUNHA,1840
4018,RS,PSB,JAYRO DORNELLES,3214
1453,RS,PTB,GIOVANI MORALLES,17284
1244,RS,PDT,VALDERES DA SILVA,1003
1266,RS,PDT,JULIANO MACIEL,2899
4511,RS,PSDB,VERLANE SCHERER JURIQUE,2640
1117,RS,PP,MARIA ARMINDA MELO BUENO,422
5500,RS,PSD,LUCIANO MIRALES,885
5000,RS,PSOL,ANTONIO ARLAN,2616
4014,RS,PSB,ANABEL,18770
4399,RS,PV,LAÍS DO PV,747
5012,RS,PSOL,OZEIAS PEREIRA,992
4077,RS,PSB,PAULINHO MOTORISTA,7578
2525,RS,DEM,JÚ SARA,782
1461,RS,PTB,YASSANAN COSTA,715
5007,RS,PSOL,LUIGI MATTE,356
4030,RS,PSB,BUSNELLO,3572
1119,RS,PP,JÚLIO CESAR FONTOURA DE SOUZA,1095
1599,RS,PMDB,JOÃO CARLOS CABEDAL,706
4300,RS,PV,VÂNIA GOLDENBERG,561
3155,RS,PHS,ADRIANA M. FEIJÓ,269
1118,RS,PP,JUSARA GAUTO,643
5152,RS,PEN,DAIANE FERNANDES,85
1288,RS,PDT,THAIS DAMIN,448
3677,RS,PTC,ÍNDIA DE GRAVATAÍ,152
4577,RS,PSDB,LUIZ OTAVIO ANDRADE V. SAMPAIO,86
2814,RS,PRTB,PAULO DO SOPÃO,336
3633,RS,PTC,DIMAS ROSALINO,696
4090,RS,PSB,NATALINA,209
2030,RS,PSC,ANDERSON SANTOS,598
5051,RS,PSOL,JOAO AIMORE,334
1611,RS,PSTU,ALDA OLIVER,468
4581,RS,PSDB,BETO BOCA,1087
4043,RS,PSB,MIKONGA,437
3350,RS,PMN,ANGELO MARCOS FERNANDES,346
2833,RS,PRTB,ZOINHO,487
5018,RS,PSOL,WILLIAN CORREA,695
2894,RS,PRTB,FURQUIM,295
4051,RS,PSB,JAIR RIZZO,12538
5011,RS,PSOL,PAULO GIDEAO,283
1269,RS,PDT,FERNANDO MAGADAN,293
4088,RS,PSB,NAIR,405
5039,RS,PSOL,AVELINO ALVES DE CAMPOS,351
2811,RS,PRTB,ROSELMA MARQUES,114
2830,RS,PRTB,FÁTIMA SERRA,172
11,BA,PP,PP,22849
11,PE,PP,PP,16519
13,PE,PT,PT,78261
12,PE,PDT,PDT,14655
40,BA,PSB,PSB,28507
14,BA,PTB,PTB,11105
14,PE,PTB,PTB,30781
14,RS,PTB,PTB,10532
15,BA,PMDB,PMDB,70682
15,PE,PMDB,PMDB,8534
15,RS,PMDB,PMDB,51145
95,BA,,BRANCO,624497
95,PE,,BRANCO,565036
95,RS,,BRANCO,756938
1356,MG,PT,JOSE MARCIO,804
1433,MG,PTB,EROS BIONDINI,179073
2255,MG,PR,ADILSON PÉ DE CHUMBO,14060
4050,MG,PSB,JULIO DELGADO,86245
4513,MG,PSDB,CARLOS MOSCONI,66550
4555,MG,PSDB,MARCUS PESTANA,131687
4560,MG,PSDB,DOMINGOS SÁVIO,143901
5567,MG,PSD,WALTER TOSTA,77535
6510,MG,PC do B,WADSON RIBEIRO,53733
7090,MG,PT do B,PAULO RISSO,15272
7777,MG,SD,ZÉ SILVA,109925
51,MG,PEN,PEN,3112
54,MG,PPL,PPL,4180
95,MG,,BRANCO,1209613
96,MG,,NULO,802591
2024,MG,PSC,LULA DEFENSOR,5621
7010,MG,PT do B,CABO COELHO,18626
7070,MG,PT do B,LUIS TIBE,114948
25,MG,DEM,DEM,11379
1010,MG,PRB,GEORGE HILTON,146792
1233,MG,PDT,MOAMED RACHID,3393
2312,MG,PPS,FABIO ANTONIO,3989
2555,MG,DEM,CARLOS MELLES,107906
1145,MG,PP,LUIZ FERNANDO,117542
65,MG,PC do B,PC DO B,13482
1331,MG,PT,NILMARIO MIRANDA,51948
1510,MG,PMDB,NEWTON CARDOSO JR,128489
1310,MG,PT,RODRIGO CAMPOS,5114
1311,MG,PT,GABRIEL GUIMARÃES,200014
2333,MG,PPS,CYRANO,895
1511,MG,PMDB,MAURO LOPES,129795
1513,MG,PMDB,HÉLIO COSTA,4112
22,MG,PR,PR,13186
77,MG,SD,SD,4620
7000,MG,PT do B,DR. GERALDO HILARIO,16379
1477,MG,PTB,ARQUIMEDES BORGES,42079
4077,MG,PSB,ISAIAS SILVESTRE,23229
1332,MG,PT,DR. CARLOS EINSTEIN,534
1222,MG,PDT,QUERUBIM,5733
3335,MG,PMN,DR. GILBERTO BERNAL,14010
4010,MG,PSB,TENENTE LÚCIO,67459
5545,MG,PSD,MARCOS MONTES,116175
3340,MG,PMN,DR. MARCO ANTONIO,2403
1633,MG,PSTU,HUENDER FRANCO ADVOGADO,3886
7007,MG,PT do B,FYLÉ DO BARRETÃO,4124
7014,MG,PT do B,CRESTON (TECO),2271
1700,MG,PSL,GLEISER BORONI,19701
31,MG,PHS,PHS,5487
1590,MG,PMDB,SARAIVA FELIPE,111317
4005,MG,PSB,MARDELENE DA ROSA DE SARON,1653
4303,MG,PV,BUIÚ DE ZEZITO,2884
5112,MG,PEN,PABLO AMARAL,879
1580,MG,PMDB,LAUDÍVIO CARVALHO,78762
3114,RJ,PHS,GILZA HUGUENIN,691
3190,RJ,PHS,GURGEL,8833
4080,RJ,PSB,GLAUBER,82236
4326,RJ,PV,EURICO JUNIOR,19479
5151,RJ,PEN,SAVIO NEVES,17226
6565,RJ,PC do B,JANDIRA FEGHALI,68531
40,RJ,PSB,PSB,120686
9090,RJ,PROS,HUGO LEAL,85449
12,RJ,PDT,PDT,21087
15,RJ,PMDB,PMDB,67633
95,RJ,,BRANCO,929016
96,RJ,,NULO,964711
1010,RJ,PRB,ROBERTO SALES,124087
1312,RJ,PT,LUIZ SÉRGIO,48903
1319,RJ,PT,ELIANE GREGORIO,141
1380,RJ,PT,DR. VINÍCIUS,21598
1414,RJ,PTB,CRISTIANE BRASIL,81817
1516,RJ,PMDB,WASHINGTON REIS,103190
1550,RJ,PMDB,FERNANDO JORDÃO,47188
1580,RJ,PMDB,LEONARDO PICCIANI,180741
2200,RJ,PR,DR JOÃO,65624
2244,RJ,PR,WALMIR PORTO,10810
1045,MG,PRB,FERNANDO FRANCO,5126
5005,MG,PSOL,JESSICA VIANA,1610
2040,MG,PSC,RAUL PLASSMANN,9082
2340,MG,PPS,ABDIAS BRAZ,2159
2929,MG,PCO,ROBSON RASTAFARI,3306
4000,MG,PSB,DRA. SALMA,5046
1415,MG,PTB,EUCLYDES PETTERSEN,42525
5053,MG,PSOL,BIZUTE - LUIZ BIZUTE,574
5454,MG,PPL,FRANCISCO RUBIÓ,2929
1578,MG,PMDB,CROVYMARA,1877
23,MG,PPS,PPS,6804
4323,MG,PV,FABIANA NUNES,186
1122,MG,PP,TONINHO PINHEIRO,148239
1591,MG,PMDB,MISTER M,4080
1286,MG,PDT,GISELE DE DANIEL,111
1777,MG,PSL,PROF. D. DILZA,1685
3131,MG,PHS,ALEXANDRE MAGNO,18290
7050,MG,PT do B,RODRIGO PORTO,7288
1900,MG,PTN,PASTOR WELLINGTON DO CREDEQ,11492
4544,MG,PSDB,ASSIS MINEIRO BRASIL,1452
3652,MG,PTC,IRACI CHAVES,156
2500,MG,DEM,LÉO NASCIMENTO,959
5077,MG,PSOL,ENEAS,1078
50,RJ,PSOL,PSOL,44557
5515,RJ,PSD,VIRGÍLIO LAGRIMANTE,2321
2246,RJ,PR,ZEZINHO SALVADOR,16191
4550,RJ,PSDB,MARCELO VERLY,4793
1545,RJ,PMDB,MARQUINHO MENDES,45581
1377,RJ,PT,BENEDITA DA SILVA,48163
1513,RJ,PMDB,SORAYA SANTOS,48204
5115,RJ,PEN,DUDU JARDIM,10046
2211,RJ,PR,MARCOS SOARES,44440
2266,RJ,PR,MARCELO DELAROLI,33743
2732,RJ,PSDC,VITO TAVARES,839
4001,RJ,PSB,GRAÇA DO GUARAPAES,1141
4535,RJ,PSDB,NEIA DA EDUCAÇÃO,312
7733,RJ,SD,AUREO,58117
14,RJ,PTB,PTB,11179
20,RJ,PSC,PSC,6465
7741,RJ,SD,DEDINHO,14786
2010,RJ,PSC,DR JOSEMAR,7057
1741,RJ,PSL,PATRICIA FALCÃO,723
2020,RJ,PSC,FILIPE PEREIRA,20814
2533,RJ,DEM,PASTOR SIDCLEI,881
3388,RJ,PMN,RENATO FERREIRA,3422
4012,RJ,PSB,DILSON DRUMOND,35463
4400,RJ,PRP,FABIANO BARCELLOS,2336
4555,RJ,PSDB,OTAVIO LEITE,106398
1523,RJ,PMDB,ZÉ AUGUSTO NALIN,31281
1555,RJ,PMDB,FERNANDO LOPES,20244
2252,RJ,PR,MARCELO DE CARVALHO,1002
4522,RJ,PSDB,MIRIAM TATAGIBA,1490
4543,RJ,PSDB,THIAGO SILVA,1370
7044,MG,PT do B,WEDER MALOCA,9830
4080,MG,PSB,GUSTAVO CESAR OLIVEIRA,13027
3663,MG,PTC,COMANDANTE FRANÇA,1311
7766,MG,SD,CORONEL MAC DOWEL,2778
1033,RJ,PRB,ROSANGELA GOMES,101686
1040,RJ,PRB,BALTAZAR,31185
1057,RJ,PRB,JORGE COSTA,5664
5055,RJ,PSOL,RENATO CINCO,27965
5147,RJ,PEN,LUIS MAURO,3950
7049,RJ,PT do B,LUIZ GAMA,602
1596,RJ,PMDB,AMÉRICA TEREZA,22536
1900,RJ,PTN,SAMUCA SILVA,3657
2208,RJ,PR,SILVIO DE CARVALHO,9557
2210,RJ,PR,TOSTÃO,12541
2270,RJ,PR,ZOINHO,20328
2323,RJ,PPS,STEPAN NERCESSIAN,24330
4005,RJ,PSB,JAMELÃO DA POESIA,512
4040,RJ,PSB,RADAMÉS LATTARI,5745
1309,RJ,PT,DR. MAKHOUL,16666
1515,RJ,PMDB,PEDRO PAULO,162403
43,RJ,PV,PV,9516
4425,RJ,PRP,ROBERTO BARROSO,860
70,RJ,PT do B,PT DO B,1282
1200,RJ,PDT,MARCELO MATOS,47370
1617,MG,PSTU,FELIPE FONSECA,706
4045,MG,PSB,PROFESSORA MARA,1246
27,MG,PSDC,PSDC,2096
5012,MG,PSOL,PROFESSOR MAURILO,4067
4014,MG,PSB,REGILAINE PITORRA,195
7004,MG,PT do B,HELENA SANTOS,527
4021,MG,PSB,SONIA DE DEUS,645
1644,MG,PSTU,DANIEL WARDIL,172
4033,MG,PSB,GLEIBE TERRA,1180
1545,MG,PMDB,GI FERREIRA,794
5010,MG,PSOL,LUIZ FERNANDO GOMES,1512
4030,MG,PSB,ALAERSON CHAVES,2006
4314,MG,PV,PALHAÇO BREAK,539
1238,MG,PDT,CABO SILVIO CESAR,649
1317,MG,PT,AUGUSTA ROCHA,763
1745,MG,PSL,FÁTIMA TAVARES,1396
7055,MG,PT do B,RENATA DO OTONI,741
7734,MG,SD,MAURO CESAR,7552
1746,RJ,PSL,TUNICO DE SOUZA,23412
2267,RJ,PR,LORENZ MELO,4238
3100,RJ,PHS,CMT RIBEIRO AFONSO,5839
7022,RJ,PT do B,ANDRÉ VANCE,3598
1320,RJ,PT,CESÁRIO SINDICALISTA,2330
1077,RJ,PRB,BRUNO PINHEIRO,6310
1221,RJ,PDT,WAGUINHO,22778
2833,RJ,PRTB,BRUNO FERRARI,1015
5445,RJ,PPL,PROFESSOR GUTEMBERG,1272
2121,RJ,PCB,ALEXANDRE MAGNO,928
2750,RJ,PSDC,CELIO DE JESUS,2134
2835,RJ,PRTB,LEO T@I,2245
4323,RJ,PV,ADEMIR MARTINS,17825
7065,RJ,PT do B,ZZ DA CRAJUBAR,11367
1977,RJ,PTN,GILSINHO AMIGO,2304
2290,RJ,PR,SARGENTO THIMOTEO,4533
3124,RJ,PHS,ANABAL,16404
3133,RJ,PHS,DR. CHRISTIANO ALVERNAZ,2959
4321,RJ,PV,DIEGO ALEMÃO,4947
2325,RJ,PPS,PROF. JOEL COSTA,627
1170,RJ,PP,DINEIA LOPES,97
1233,RJ,PDT,LENINE LEMOS,14983
2274,RJ,PR,SIMONE MENDONÇA,235
5118,RJ,PEN,TEREZINHA DE PAULA,32
2299,RJ,PR,FABIO RAMOS,15851
4444,RJ,PRP,FABRICIO LIRIO,4164
5012,RJ,PSOL,ABEL DE PAULA,4329
1277,RJ,PDT,NELSON SABRA,16015
1411,RJ,PTB,DRA. SIMONE CARVALHO,900
2237,RJ,PR,CARMEM MONTEIRO DE BARROS,219
4500,RJ,PSDB,DR. JOÃO LEZÍRIA,3483
1231,RJ,PDT,ROGERIO,1120
2248,RJ,PR,RENATINHO DA CONSTRUÇÃO,13873
1901,RJ,PTN,KLAINE MEIRA,157
2577,RJ,DEM,ENFERMEIRA ROSA BALLESTÊ,816
3151,RJ,PHS,KHLEBER EUGENIO,207
1301,RJ,PT,MARLOS COSTA,19808
1570,RJ,PMDB,NÁUFEL,430
3112,RJ,PHS,PEDREGAL,9040
1344,RJ,PT,DRA. LUCIA COSTA,1148
1915,RJ,PTN,CLAUDIA LOUIS,27
7762,RJ,SD,ALEX BERALDO,14954
1035,RJ,PRB,FÁBIO RIBEIRO,1109
2726,RJ,PSDC,JORGE ANDRADE,1539
2735,RJ,PSDC,MARCELO RIBEIRO,7984
1600,RJ,PSTU,MATEUS RIBEIRO,992
1041,RJ,PRB,WILSON DUFLES,1237
7040,RJ,PT do B,ELIANE JORDÃO,3687
2709,RJ,PSDC,CANTOR MIRANDA,403
4456,RJ,PRP,JORGE TIAGO,1255
5099,RJ,PSOL,1º SARGENTO ROGÉRIO,2291
3600,RJ,PTC,DR WASHINGTON ARAUJO,1795
7085,RJ,PT do B,MISSIONÁRIA SANDRA,282
2566,RJ,DEM,PROFESSORA ELISANGELA,656
1350,RJ,PT,LUCIANO REDE  CONSTRUIR,6773
4016,RJ,PSB,AGENTE FEDERAL LILIA VOGEL,3135
1222,RJ,PDT,BORGES,2947
1583,RJ,PMDB,EDNA SANTOS,645
1517,RJ,PMDB,ENFERMEIRA ALINE ALVES,1733
5180,RJ,PEN,ROBSON SILVA,1989
3130,RJ,PHS,ISAIAS ANAANATUR,1394
7088,RJ,PT do B,RICARDO ARANHA,1215
2099,RJ,PSC,ALEXANDRE TEIXEIRA,512
7751,RJ,SD,ZENANI,2169
1013,RJ,PRB,PAULINHO MECÂNICO,1431
3322,RJ,PMN,WILLIAM BIG COKE,1474
3623,RJ,PTC,JOCIMAR DO CARTÓRIO,1914
5023,RJ,PSOL,DENISE NASCIMENTO,760
7001,RJ,PT do B,SUPER ZEFA,2239
2810,RJ,PRTB,ELIAS MORAIS,1039
28,RJ,PRTB,PRTB,2367
9016,RJ,PROS,MONICA BRUM,576
4077,RJ,PSB,CARLOS VAZ,1025
2737,RJ,PSDC,ROBERTO TEIXEIRA,10994
2265,RJ,PR,ROLAN,3300
7028,RJ,PT do B,ELCIO CARVALHO,952
7090,RJ,PT do B,AUGUSTO AVELLAR,2467
3650,RJ,PTC,REINALDO JUNIOR,1360
7080,RJ,PT do B,THIAGO COSTA,228
4002,RJ,PSB,ANTÔNIO CARLOS SALES,1008
7094,RJ,PT do B,DALMIR DE SÁ,420
4451,RJ,PRP,ZIRIGUIDINHO,1298
3181,RJ,PHS,EDSON PIMENTA,144
5022,RJ,PSOL,PROFESSOR WENDERSON,1048
2777,RJ,PSDC,MOTA DA COOPASA,3646
3153,RJ,PHS,CARMEN LUCIA,223
1099,RJ,PRB,VALDENIR MURIQUI,2202
2535,RJ,DEM,MARCO FARINHA,1979
3110,RJ,PHS,VITOR PAULO PAVUNA,1561
7056,RJ,PT do B,EDUARDO GIL,303
5158,RJ,PEN,SILAS,1371
1718,RJ,PSL,MARTINHO MONTEIRO,6658
7788,RJ,SD,ANDRÉ DO TAXI,6928
5137,RJ,PEN,CARLOS HILTON,355
4445,RJ,PRP,LEANDRO MOREIRA,377
5128,RJ,PEN,BIANCA TIBURCIO,1095
2125,RJ,PCB,ANDRÉ RODRIGUES,159
4412,RJ,PRP,GÊOVANE ABREU,421
1387,RJ,PT,ANDRE CRUZ,2586
3103,RJ,PHS,LOHAINE SIMAS,475
5154,RJ,PEN,JORGE MACHADO,1799
1220,RJ,PDT,VILMA AGUAZUL,3496
2225,RJ,PR,KARLA SIMÕES,762
5589,RJ,PSD,EDSON RIBEIRO PITIMBU,764
1444,RJ,PTB,DONA REGINA,3486
2310,RJ,PPS,CARLOS MAIA,369
5183,RJ,PEN,MARIA SILVA,85
1359,RJ,PT,JOSEMILTON,1999
2321,RJ,PPS,LÉO,1385
1060,RJ,PRB,JOÃO CARRILHO,5669
5172,RJ,PEN,MARCIO DO GÁS,745
1280,RJ,PDT,MARIA ALBUQUERQUE,771
2558,RJ,DEM,CELSO LEAL,522
1913,RJ,PTN,IVANILDO LIMA,711
9099,RJ,PROS,PASTOR CARLOS BAIA,447
1507,RJ,PMDB,MARCAO DA EDUCAÇÃO,195
4023,RJ,PSB,ALVES,468
3132,RJ,PHS,DEISE SILVA,410
2702,RJ,PSDC,ZÉ MAURO,254
1987,RJ,PTN,HELIO NEGÃO,2818
1052,RJ,PRB,VERA BERTOLINI,171
1158,RJ,PP,NORBERTTO FERRERA,546
7044,RJ,PT do B,ZULEIKA MULHER GUERREIRA,897
5101,RJ,PEN,SÉRGIO CARVALHO,819
1100,RJ,PP,ELISÂNGELA FREITAS,612
1778,RJ,PSL,BISPA CRISTIANE,300
1740,RJ,PSL,GUARÁ MARINHO,79
5186,RJ,PEN,SANDRA VALÉRIA - PESSOA,240
4353,RJ,PV,ANDRÉ FIUZA,750
4395,RJ,PV,LOURIVAL,663
4356,RJ,PV,MARCELO MONTEIRO,2546
3117,RJ,PHS,JORGE LEITE,322
7067,RJ,PT do B,JOÃO PINTO,287
1755,RJ,PSL,HELIO LEONEL,450
2755,RJ,PSDC,ALEXANDRE GARRIDO,1592
7033,RJ,PT do B,OZORIO DE AQUINO SILVA,281
7083,RJ,PT do B,GUTO GOLF,255
2803,RJ,PRTB,CARLINHO DO MERCADINHO,1110
7031,RJ,PT do B,NENEM DA PENHA,429
9014,RJ,PROS,MARCELO NOVAES,2113
1014,RJ,PRB,CLAUDIO ROCHA,4057
2340,RJ,PPS,FLAVIO LUIZ,402
7007,RJ,PT do B,WALLACE DO PAINTBALL,2717
2522,RJ,DEM,PAULO VIGILANTE,567
5021,RJ,PSOL,DINEI,1212
5195,RJ,PEN,DRA. ELIA SAMUEL,426
5182,RJ,PEN,CARLOTA SANTOS,659
1118,RJ,PP,AZULAY,486
4432,RJ,PRP,TAMIRIS FRANCO,43
1217,RJ,PDT,APARECIDA PANISSET,31839
7732,RJ,SD,ZORAIA CORREA,210
2313,RJ,PPS,CARLOS PEDALA,140
2880,RJ,PRTB,ALBERTO COSTA,570
2788,RJ,PSDC,EDI BLIMA,1492
1363,RJ,PT,E.T.,795
7035,RJ,PT do B,MARCELO MACHADO,2668
4477,RJ,PRP,BETO AZEVEDO,684
4377,RJ,PV,CYRO DUARTE,931
2580,RJ,DEM,WAGUINHO BANDEIRINHA,957
4407,RJ,PRP,MARGARETE MENDES,290
1080,RJ,PRB,MARISTELA,300
4537,RJ,PSDB,AILTON GARÇOM,435
2247,RJ,PR,MAURICIO BOYD DA LOTERIA,435
4589,RJ,PSDB,RAFAEL,144
1129,RJ,PP,MOURALIDADE,572
2000,RJ,PSC,EDSON LOPES,1408
2525,RJ,DEM,RONALDO,1849
1066,RJ,PRB,ISAIAS MARINHO,1629
1305,RJ,PT,JACÓ,146
7018,RJ,PT do B,JUNINHO SALVADOR,1030
2890,RJ,PRTB,CONSELHEIRO CELSO,1498
3631,RJ,PTC,PAULINHO POMPOM,1689
1214,RJ,PDT,MÃE EDELZUITA,744
4024,RJ,PSB,TANIA CRISTINA,346
1264,RJ,PDT,GUARDA VALDECIR,505
2324,RJ,PPS,PABLO LORETTI,1173
1302,RJ,PT,BARACK OBAMA CLAUDIO HENRIQUE,2085
4478,RJ,PRP,CIMAR,386
4340,RJ,PV,ROBERTO ANDERSON,1106
5579,RJ,PSD,CRISTIANO MALDONADO,333
2308,RJ,PPS,MACIEL DO CATARINA,1059
7017,RJ,PT do B,ALESSANDRA JULIO,90
5569,RJ,PSD,LETICIA LYRIO,182
2761,RJ,PSDC,EDUARDO NEIVA,2955
5015,RJ,PSOL,JANE OLIVEIRA ACS,1262
7765,RJ,SD,ATHAYDE LUCENA,848
1237,RJ,PDT,COSME,398
1379,RJ,PT,JEANNE GUEDES,328
1023,RJ,PRB,FLÁVIA MARIA,647
1005,RJ,PRB,SB SALVA BRASIL,115
2399,RJ,PPS,HERNANI DA COSTA,540
2713,RJ,PSDC,PAULÃO CARLOS CHAGAS,4143
1250,RJ,PDT,SEBASTIÃO FELINTRO,307
5011,RJ,PSOL,BIA DO PSOL,550
1051,RJ,PRB,MARCO OLIVEIRA,85
4088,MG,PSB,TACINHO CARVALHO,1492
7042,MG,PT do B,BAIANA DO LUIS AMERICANO,249
4325,MG,PV,ROMÁRIO,757
7024,MG,PT do B,CEM DA BICICLETA,718
2022,MG,PSC,PROF. CARLOS FREDERICO CFRED,1622
1489,MG,PTB,IARA MARTINS,128
7057,MG,PT do B,CELTON MESQUITA,3324
5025,MG,PSOL,OTAGILDO,1156
7016,MG,PT do B,PO ROYAL,4188
1561,MG,PMDB,PASTOR JOSÉ MENDES PAPAGAIO,1105
1440,MG,PTB,JANDER FILARETTI,16820
3390,MG,PMN,MARCIO MARTINS,1113
1707,MG,PSL,ALESSANDRA MACHADO,228
2288,MG,PR,THAIS RIBEIRO,59
1790,MG,PSL,SARGENTO FRAGA ALPES,322
4515,MG,PSDB,MARIA APARECIDA VIEIRA,1596
2100,MG,PCB,RAIR ANICIO,2746
4003,MG,PSB,CLESINHO,2217
1680,MG,PSTU,ANINHA,290
2328,MG,PPS,ILDEIA OTTONI,345
2212,MG,PR,EVANDRO MIZAEL,869
2111,MG,PCB,GERALDO FUMAÇA,801
7015,MG,PT do B,JARI MENDONCA,1372
1353,MG,PT,ROGÉRIO,886
4326,MG,PV,ADRIANINHA MARQUES,681
1344,MG,PT,PEDRO BATISTA,1906
4363,MG,PV,ELI MELO,259
5560,MG,PSD,LUCIANO JOSE DE OLIVEIRA,183
7700,MG,SD,CEZINHA,186
5590,MG,PSD,CHRISTIANE PRINCE,229
1302,MG,PT,JORGE PAULUCI,614
4009,MG,PSB,RUY MOREIRA,3656
4554,MG,PSDB,DRA. WAL,1150
3111,MG,PHS,ANDRESSA FREIRE,705
7002,MG,PT do B,PASTOR WANDER CARLOS,695
7011,MG,PT do B,PROF SUPERVISORA LUCILIA OTONI,710
1606,MG,PSTU,GILBERTO CUNHA,455
2350,MG,PPS,HELY COELHO,448
3634,MG,PTC,ROGÉRIO ALCÂNTARA POL. FEDERAL,1562
1156,MG,PP,SÔNIA,235
3177,MG,PHS,JOSE MARIA DE NOVA CONTAGEM,1726
1540,MG,PMDB,ILANA ARAÚJO,489
1255,MG,PDT,MANOEL NERES,410
1723,MG,PSL,ANDREIA BOTELHO,5818
1211,MG,PDT,URBANO,1022
2132,MG,PCB,JESSICA NICOLAI,388
4070,MG,PSB,CIDA,605
4041,MG,PSB,VAGUINHO A FORÇA DO POVO,1116
1712,MG,PSL,MAGNOLIA SOUZA,614
1201,MG,PDT,MAURO FERNANDES,1206
2310,MG,PPS,IZABELA,128
2303,MG,PPS,WANDERLEIA ENFERMEIRA,311
5413,MG,PPL,CANJIQUINHA,480
1366,MG,PT,CHIQUINHO MACIEL,1938
4404,MG,PRP,NANCI,258
3607,MG,PTC,SUELY GOMES,287
7063,MG,PT do B,VERONICA CARVALHO,290
3611,MG,PTC,DOUTOR FLÁVIO,5930
5544,MG,PSD,PASCHOALIN,518
7019,MG,PT do B,CESINHA DA AUTO ESCOLA,1471
1077,MG,PRB,PASTOR ALEXANDRE AMORIM,643
4022,MG,PSB,CELESTE FERNANDES,881
7001,MG,PT do B,DR RAIMUNDO SILVA,8526
2514,MG,DEM,ANTÔNIA DE JESUS,2012
2570,MG,DEM,FATIMA VARGAS,84
5122,MG,PEN,PROF. GEZIEL RAMOS,1467
1203,MG,PDT,CABO MATEUS,194
7027,MG,PT do B,ELIZA GALLO,545
1520,MG,PMDB,MAÍRA CARLOS,1303
3122,MG,PHS,WANDERLINO TEIXEIRA,1088
1277,MG,PDT,PASTOR OVÍDIO,1861
1390,MG,PT,CARLOS DO MG,5385
4078,MG,PSB,PROFESSOR JOSÉ LUIZ,1472
3670,MG,PTC,ALEXANDRE GOMES,905
7036,MG,PT do B,HELVECIO DA COBAL,1687
1204,MG,PDT,BRUNA CARLA,541
1677,MG,PSTU,JOSIANE DE BOUCHERVILLE,40
1244,MG,PDT,JUAREZ MUNIZ,1925
1280,MG,PDT,BRANDÃO DA LIVRARIA,382
4302,MG,PV,DIVA DA RECICLAGEM,684
1392,MG,PT,LUANA CAXEADO,149
3346,MG,PMN,MOABE SIDONIO,289
2199,MG,PCB,FREDERICO ESTOPA,783
7045,MG,PT do B,ELISEU PERUEIRO,958
7041,MG,PT do B,MURILINHO,621
7098,MG,PT do B,SANDRO ESPANTADO,718
2855,MG,PRTB,ZÉ MANOEL,498
1901,MG,PTN,JAPAO,350
1113,RJ,PP,LEO TAVARES,1186
4060,RJ,PSB,CLÁUDIO PATRICIO,435
5100,RJ,PEN,PAULO MEMÓRIA,2517
5129,RJ,PEN,MARTA DEMORÔ,347
2899,RJ,PRTB,NIDINHO,1348
4337,RJ,PV,PROF. MONICA ARAGON,699
1262,RJ,PDT,MARIA HELENA,290
4516,RJ,PSDB,REGINA CÉLIA,528
5007,RJ,PSOL,MARCIO FERREIRA,439
4574,RJ,PSDB,PASTOR MARIO MOZART,416
5024,RJ,PSOL,JAC FIGUEIREDO,451
4375,RJ,PV,CARLA MEDEIROS,459
1244,RJ,PDT,MARCELO FAUSTO,215
2170,RJ,PCB,NATHÁLIA MOZER,38
3315,RJ,PMN,MITSE COLARES,220
1705,RJ,PSL,MÁRCIO CORREA,392
5026,RJ,PSOL,EDMILSON ROSARIO,175
1972,MG,PTN,CARLOS TABORDA,247
7029,MG,PT do B,ISA MOTA,257
5113,MG,PEN,CARLOS ALBERTO,389
1711,MG,PSL,DIVA DOMINGOS,341
1924,MG,PTN,MARIA COSTA,24
1788,MG,PSL,TUQUINHA,459
3103,MG,PHS,BISPO DAMASCENO,334
4399,RJ,PV,PAULO GUIMARÃES,471
2572,RJ,DEM,CINIRA GABRIELA,44
7771,RJ,SD,VALÉRIA MARTINS,637
7069,RJ,PT do B,PATRICIA BARRETO,92
1779,RJ,PSL,JOSÉ IMPERALINO,485
4095,RJ,PSB,HEVELYNE SIQUEIRA,298
1765,RJ,PSL,IRVAIR BRANDÃO,540
1061,RJ,PRB,PROFESSORA MARIA JOSÉ  GOUVEA,306
7042,RJ,PT do B,ZE PILINTRA,339
4314,RJ,PV,MICENA,803
7024,RJ,PT do B,RICARDO LADEIRA,413
1049,RJ,PRB,REGINALDA MARIA,15
4546,RJ,PSDB,LOACIR REIS,337
1575,RJ,PMDB,GALTIER FILHO,1253
2286,RJ,PR,TIA JANAINA,52
5006,RJ,PSOL,FARIA,607
4345,MG,PV,MAURICIO VALLE,567
9020,MG,PROS,ADEIR BATISTA,330
1398,MG,PT,LAUDENY REGINA,99
1290,MG,PDT,DINHO DO BAR,1434
1720,MG,PSL,PEDRO WILSON,1532
